patient,O94769_N,O94769_C,O94769.2_N,O94769.2_C
1,0.836424006683304,0.758485827245106,0,0
2,0.947853201440954,0.857112450846321,0,0
3,0.977268252709771,0.760566378085574,0,0
4,0.796600880110253,1.62198360036396,0,0
5,2.42536514266921,7.57793340055086,0,0
6,1.92018747024585,2.92219511884911,0,0
7,2.60856895245031,2.36193127392071,0,0
8,2.85272691519767,3.19063996514971,0,0
13,0.646005246152516,2.63033492045606,0,0
14,1.09383590181676,1.27650001441251,0,0
15,1.22847230047194,1.53679513014494,0,0
16,1.4355643020547,0.598302468731411,0,0
21,0.797248579586422,0.605773945144637,0,0
22,1.14998833255113,1.06182436949893,0,0
23,0.715411257908302,1.48295896990847,0,0
24,0.692414585097653,1.99563978259217,0,0
25,2.94416055687808,3.70432533747166,0,0
26,2.26603079315149,7.11691842939592,0,0
27,2.18798416194607,2.95106446785496,0,0
28,1.93647677260665,3.13912108299954,0,0
29,2.2714209622705,2.09107315564377,0,0
30,1.94790866270397,4.09326845489825,0,0
31,1.84098286861718,2.64590092117985,0,0
32,2.07238831465695,3.8556916700021,0,0
33,0.832893527338961,1.56877639313031,0,0
34,1.58538166552524,11.1576164121878,0,0
35,1.25975170999922,2.23334756846067,0,0
36,0.536712484220387,4.1068278591553,0,0
37,0.986742911031952,6.50206310630141,0,0
39,1.82189189098698,0.976144028852476,0,0
40,1.03138407281769,2.81967988568916,0,0
53,1.0683263956308,1.28145350409391,0,0
54,0.74812815022675,0.685068202270601,0,0
55,0.789169204580214,1.02779957354186,0,0
56,0.944516111872116,0.891098018875871,0,0
57,2.22490147910546,3.06612672651561,0,0
58,2.07197714778483,2.27316463090759,0,0
59,2.02239865274596,2.11907615097632,0,0
60,1.87899529253278,3.89177364348522,0,0
61,1.6024101646245,1.39769731368532,0,0
62,1.89654303781772,1.80936915376823,0,0
63,1.70211931479952,2.58465567855882,0,0
64,1.75350307678566,3.96291321375061,0,0
65,3.67500979618796,10.3614186555754,0.563820168771948,1.76356858325908
66,3.40465750069899,4.04823866120109,0.680840190785681,0.688204308401908
67,3.60450446511712,4.91887989440571,1.03685989831752,0.940903611300383
68,3.18487968006106,3.35095551619062,1.1229100057655,2.68386707898737
69,1.01907508973098,0.940588019284758,0,0
70,0.944571719636575,1.0557066537154,0,0
71,1.21412241320082,1.20433788602092,0,0
72,0.700973714448169,0.935180468851799,0,0
73,0.990933064683398,2.1239040079302,0,0
74,0.829298645885804,0.831235403607918,0,0
75,0.736490508809689,0.953797957649924,0,0
76,0.819525965752521,1.01585770891528,0,0
77,2.30978479294121,1.30388020735573,0,0
78,2.82265612502485,2.16675133601738,0,0
79,2.19350831332237,1.68288909117448,0,0
80,2.03295325704032,1.33433882998027,0,0
93,0.928729104180548,0.762597095180418,0,0
94,0.865047012267679,0.899559572642841,0,0
95,0.826389879324181,1.17782706893359,0,0
96,0.663676557301323,0.853260418374059,0,0
