patient,P10599_N,P10599_C,P10599.2_N,P10599.2_C
1,11.6268529021045,27.8341739881511,0,0
2,17.008621200496,28.2630588215141,0,0
3,15.1539478783852,18.637189268837,0,0
4,14.0835467948587,23.5393878253146,0,0
5,6.67560866660744,15.5440406682221,0,0
6,5.75315036033344,22.6598885416281,0,0
7,7.62923294406734,9.59713214141486,0,0
8,8.92858703597198,10.9662602625479,0,0
9,12.5332091928281,24.5624922603927,0,0
10,12.5487589829005,17.8718795568396,0,0
11,10.4222140362708,20.241788859324,0,0
12,12.1312840244758,18.843644827434,0,0
13,9.93071794224979,26.0886145821947,0,0
14,11.0990916667163,19.2535888118678,0,0
15,7.87214808492262,22.4106913914517,0,0
16,8.52662504463082,18.9101515560947,0,0
17,41.0276521400472,44.7711211278002,1.06957341193745,0.795790004273551
18,35.5734587616982,58.9326883261618,0.929918145059665,1.06064497748167
19,26.3638876153721,30.1332548818688,1.35045748912436,0.676323431113644
20,35.8756344153309,36.2042293940797,0.985391029925816,0.568281484565906
21,16.7902304546319,69.9278152939804,0,0
22,16.3657748377085,23.0623179354071,0,0
23,23.4914799080155,26.6611529703002,0,0
24,20.1988997183809,35.3794936854742,0,0
25,9.79130210772295,35.8138584910799,0,0
26,9.80756651566313,13.084614216039,0,0
27,8.53749854373305,13.8016565122224,0,0
28,9.86321732437921,27.1292278565131,0,0
30,14.3162900167788,21.0290777374159,0,0
34,17.7207326103544,31.350650979306,0,0
37,8.1500499176802,9.08364212624376,0,0
38,6.04685083395946,17.8781789292321,0,0
39,7.95355374694933,43.0313701372352,0,0
40,6.54758937159058,20.3952281146819,0,0
41,11.9510681457313,15.5518271682692,0,0
42,7.32928325343381,15.552146160121,0,0
43,6.36433545649725,11.7075168805443,0,0
44,7.23346902247543,16.4086292279561,0,0
45,12.8114002320868,23.6886423877906,0,0
46,11.206829628128,28.6007777398508,0,0
47,14.7133980301379,32.2681928788705,0,0
48,11.2692782718768,19.7065053057359,0,0
49,6.74447522233797,9.40497327796063,0,0
50,5.4322443050582,5.94071649631276,0,0
51,7.65620814443066,10.9926705704368,0,0
52,5.708762739206,11.9889613302413,0,0
53,9.74521960064056,23.9860440570633,0,0
54,10.8525968605267,14.7781991307158,0,0
55,8.40324954959852,15.8905977030602,0,0
56,10.149250438674,18.0629168164176,0,0
57,12.494777974694,36.6326078845653,0,0
59,15.3116673156836,21.9669690082603,0,0
61,11.2677164466908,25.0066655794742,0,0
62,9.27069409778698,23.5806409084578,0,0
63,10.3637899763382,24.3746380809606,0,0
64,13.1354102129733,15.9981497347061,0,0
65,8.62967289024504,16.3137734164031,0,0
66,9.40198602522358,12.5675312196251,0,0
67,11.5162422186182,11.8665682743564,0,0
68,8.14581362272677,10.4743657902279,0,0
69,6.50698368046623,14.0554623971796,0,0
70,8.40035982007148,15.6215891759176,0,0
71,6.02867870724931,10.766173214322,0,0
72,4.08206796958106,10.4551538199711,0,0
73,10.6678609259355,23.0528305774548,0,0
74,11.0674347627394,23.7573216088929,0,0
75,6.01393664788584,16.6191686071913,0,0
76,10.0484443532819,27.8389670870303,0,0
77,14.3568703913046,33.9047869280336,0,0
78,15.4897952691808,23.1473534286514,0,0
79,14.8929199733594,26.1026409379735,0,0
80,13.8674315232954,15.2513521503683,0,0
81,12.9335625804629,17.2089103701225,0,0
82,18.5313061614139,22.9791786365433,0,0
83,14.0102724289051,51.3331902928242,0,0
84,15.5158608785151,26.3314866812504,0,0
85,8.30085753942556,27.9198403322674,0,0
86,11.3034378683436,20.3524832978175,0,0
88,8.91527158337536,17.1036323736865,0,0
89,9.30436169501933,31.9397479076152,0,0
90,10.953998797363,42.2537270145427,0,0
91,10.898510631439,25.2410645971231,0,0
92,13.8450700798231,25.8232904777589,0,0
93,12.9558787010881,15.6977161980882,0,0
95,11.1577532136357,72.9807973842491,0,0
96,15.9364461670697,20.0957514484592,0,0
99,12.9839617321866,108.297709151198,0,0
100,16.1978434959438,32.1638769967235,0,0
