patient,P14618.2_N,P14618.2_C,P14618.3_N,P14618.3_C
1,17.1267208462372,26.7228461012284,0,0
2,17.5933754296017,16.4983903039166,0,0
3,18.4489796568802,18.6113913633442,0,0
4,22.5794808251454,22.2862146958531,0,0
5,19.3368623489425,27.957031666158,0,0
6,14.5457446944354,30.8514910968618,0,0
9,22.3984283849198,19.4731134922503,0,0
10,20.9032905050638,23.2376095289591,0,0
11,17.9338576796091,22.3322450413051,0,0
12,20.6729920624571,23.3003265823187,0,0
14,23.2815715098741,24.2254718400841,0,0
16,21.4128235339425,15.5114583870813,0,0
24,11.436688414182,15.3615438087687,0,0
29,9.47298927099251,9.20816577221223,0,0
30,7.23111929489001,6.90302167450681,0,0
31,8.63034736954477,9.90144876247509,0,0
32,6.54119730428886,10.1056876058812,0,0
34,10.978803467057,15.4268202324515,0,0
36,5.3449096460904,14.0297686131594,0,0
37,6.19370018431109,9.98863132694813,0,0
38,5.22948601046265,8.63174031928469,0,0
39,5.30068457436725,4.27420297757426,0,0
42,16.5071514591937,20.0273671163003,0,0
43,13.7334800887839,28.9819509613942,0,0
51,11.7125922808592,8.54903330694229,0,0
52,7.53567696426112,12.6662297520018,0,0
53,9.43145094789715,10.5021007494689,0,0
54,6.67546959027253,6.9158446295322,0,0
55,7.10516470117453,10.6872916335033,0,0
56,8.42912176509778,8.95099136836345,0,0
59,13.8829279831585,21.1062932610292,0,0
61,12.4726201510021,15.2822836170592,0,0
62,11.2362097464237,14.1668693151591,0,0
63,14.3571713130675,21.4001510049612,0,0
64,16.0926927006352,27.3223072820242,0,0
67,21.2396381804605,23.6895580824898,0,0
70,11.2797633820513,17.2799074887948,0,0
72,6.87542766415233,12.2496791116819,0,0
73,17.5853838722198,22.5562210063598,0,0
74,18.5045464708554,17.9297976070536,0,0
76,15.3382544406079,16.6576113656725,0,0
83,9.10178797092553,12.0922736670931,0,0
84,11.5235316245375,10.415284151149,0,0
85,12.9441697617557,18.5935090390439,0,0
89,8.05860975519946,10.5068172133487,0,0
90,8.03378949427974,9.61369014698835,0,0
91,11.0204478077429,9.36173699423832,0,0
92,13.0431746765785,10.949167057058,0,0
93,14.530993440131,10.0702774760275,0,0
94,11.931107591774,10.65228927207,0,0
95,11.2630096830853,8.56698844546757,0,0
96,11.0543004872687,18.2145000947384,0,0
100,12.7386259989182,11.8422833064819,0,0
