patient,P10451.3_N,P10451.3_C,P10451.5_N,P10451.5_C
1,0,0,0.686128237602817,1.01780072650346
2,0,0,0.844034877733086,1.36093791318144
3,0,0,0.773635718361609,1.27177074779753
4,0,0,0.682930648146859,1.37465727686462
5,0,0,0.715046517884873,6.39658635225756
6,0,0,0.423146135978704,2.49543252270047
7,0,0,0.461731409414301,2.46451226360703
8,0,0,1.0540228770778,5.43566036185217
13,0,0,0.149202555592209,2.07645233174226
14,0,0,0.233936998862236,2.65605202744097
15,0,0,0.407128190282556,2.24876630065236
16,0,0,0.266358550394851,0.579772716562203
17,0,0,3.12108285055219,6.19645306102409
18,0,0,2.37228774694424,13.2669092829268
19,0,0,2.48710494287822,4.53243481257066
20,0,0,3.11423354649423,10.3601375797244
21,0,0,0.662626039538735,8.70835115136372
22,0,0,1.29959312893629,1.88641297855837
23,0,0,0.884233864360023,1.93000538089529
24,0,0,0.59610882293252,2.33500769867388
25,0,0,0.737286611181552,2.86818702315195
26,0,0,0.733355562477789,1.95270895761399
27,0,0,0.57604780436013,0.777237648566001
28,0,0,0.555071974167394,2.60950997898468
29,0,0,2.05719708254427,12.0322263718258
30,0,0,1.00561398004963,9.38920436585961
31,0,0,1.29490928917654,10.3064175385559
32,0,0,0.969314580442416,5.44236180570775
34,0,0,0.933321199979296,5.19643350516438
36,0,0,0.661984492290829,2.30836419493235
37,0,0,0.774292152164368,4.6329845539057
38,0,0,0.64682637439091,6.11938989796474
39,0,0,0.781313198351493,1.27388262728863
40,0,0,1.28048111802538,2.61912174884777
41,0,0,0.499200440876194,1.77041937405943
42,0,0,0.604791702483932,3.37084235143391
43,0,0,0.297009719530203,1.49867525181991
44,0,0,0.423719233459489,1.11214552682586
45,0,0,0.976839061811607,3.06483704615485
46,0,0,0.72764480799301,1.92879715596387
47,0,0,1.44265399091056,1.17201100209509
48,0,0,0.87550825765855,4.6263810166972
49,0,0,0.593602110896807,2.07647507397626
50,0,0,0.475287788588556,2.22355253299644
51,0,0,0.512597989224134,1.59744883779387
52,0,0,0.447959235803848,1.03269859452986
53,0,0,0.557890593410364,1.5188802641736
54,0,0,0.414042493230245,1.73201573278767
55,0,0,0.260353742663546,0.363592503645253
56,0,0,0.418837991496453,0.32755810961489
57,0.801251099888347,1.25501881825778,1.50012087824747,4.04508438576798
58,0.986165437995874,1.16153385437848,1.61798659727444,6.09990487346202
59,0.744034723197847,1.49505697236785,1.83649808217154,11.3000224035937
60,0.748604343357414,1.83837741513298,1.74617086241048,6.29329076440123
61,0,0,1.26756482415823,2.49983312488517
62,0,0,1.06174257360047,3.14188582777801
63,0,0,0.885847971605607,6.27991883120243
64,0,0,1.19192521061556,5.55304118727917
65,0,0,1.31269786217019,3.08287378879032
66,0,0,1.42242542268833,2.27076233993553
67,0,0,1.48924205575448,2.45499426518779
68,0,0,1.34056272939408,1.85036904637073
69,0,0,0.489068921622113,0.960095774989392
70,0,0,0.567102503485482,2.48827665636176
71,0,0,0.552938109959387,1.34226222949627
72,0,0,0.466182336182336,0.483753409710857
73,0,0,2.37391855365892,15.403012097095
74,0,0,2.91643827605591,7.67220247485033
75,0,0,2.00327190154953,3.87862118207193
76,0,0,2.45861242283948,7.3150765690419
77,0,0,1.67785674283437,1.36680368695629
78,0,0,1.41547355174753,1.40452830749644
79,0,0,1.06726420091107,1.74057345486599
80,0,0,1.18651629282176,3.77014633073227
81,0,0,0.599543567846707,3.34552646555278
82,0,0,0.752567020969805,1.76440480495354
83,0,0,0.603790324559393,2.93325985765009
84,0,0,0.840350612906934,8.88218161264459
85,0,0,0.498570896316798,3.12337662337662
86,0,0,0.353393123270172,0.515089418777943
87,0,0,0.350409836065574,1.39998935490739
88,0,0,0.337771449861614,0.761770811156057
89,0,0,0.270482751887615,1.51955164274962
90,0,0,0.310286595590573,1.14684412382069
91,0,0,0.309084696299443,0.665572511732041
92,0,0,0.298519592541628,1.40677628445566
97,0,0,0.524180960436705,5.00252884187762
98,0,0,0.490957210251402,2.85781368539463
99,0,0,0.341138153247818,0.728271580177368
100,0,0,0.733957114329813,1.68708633814976
