patient,P09651_N,P09651_C,P09651.2_N,P09651.2_C
1,0.445235366003846,1.85299216551881,0,0
2,0.447163197832492,0.781922905673604,0,0
3,0.47654202862854,0.894835115906744,0,0
4,0.420444490758723,1.62078079557404,0,0
5,0.564229298126171,1.94461622397636,0,0
6,0.385775730037324,1.74031096012493,0,0
7,0.409454334450318,1.14920352734338,0,0
8,0.424394337478775,1.4387945353688,0,0
17,2.59267005648106,4.56476552532521,0,0
18,1.76891951930729,2.47608938003464,0,0
19,1.17759934059517,3.86466332996853,0,0
20,1.97745669393909,6.56153586372526,0,0
21,0.620310074393661,2.92080804822483,0,0
22,1.2540328968022,0.919385265850055,0,0
23,0.740294694519408,1.86312487939471,0,0
24,0.569029426250047,2.16833185966873,0,0
25,0.767793643584318,1.95188931107443,0,0
26,0.477153792469342,1.3830964540107,0,0
27,0.68004120924771,1.7352139668332,0,0
28,0.552997086550498,2.01608489991249,0,0
29,0.484837077514673,1.6406496660595,0,0
30,0.342815219591176,1.99377150374418,0,0
31,0.389291641368144,1.99081663630844,0,0
32,0.398800850030358,1.18081866019024,0,0
33,1.02381513026652,2.88529540937228,0,0
34,1.00000209318902,3.41154028272701,0,0
35,1.07262960400866,2.40454268218411,0,0
36,0.540746174967772,2.03780736171107,0,0
39,0,0,0.870248917474868,0.969671208991561
40,0,0,0.572314849314672,1.50591093088118
49,0.342429389365258,1.04894940141906,0,0
50,0.457891680135879,0.798843930635838,0,0
51,0.611829164726187,1.01048133030162,0,0
52,0.679418130016711,1.88679834534148,0,0
53,0.926136286144227,0.92917163592169,0,0
54,0.792267207766131,1.21895737326316,0,0
55,0.702284165112117,0.911944548417845,0,0
56,0.897181504218121,1.09229099957417,0,0
57,0.69090799043047,1.54724079601673,0.624232120247815,1.60132304877025
58,0.794366592017534,1.46292444084826,0.661807926732848,1.08693931009964
59,0.771831685849264,1.76370204483408,0.800058453193278,0.926690316944992
60,0.909022563576532,1.23692870317572,0.712229258658652,1.30323357394383
73,0.643685533025446,1.35472369262189,0,0
74,0.502461058729954,1.44998871267535,0,0
75,0.590894610144246,1.61514442501102,0,0
76,0.489352993672769,1.14556851195085,0,0
81,1.59751290732554,2.47551937548475,0,0
82,1.22793300784994,2.62572425398839,0,0
83,1.05602637698817,3.47954404675877,0,0
84,1.34346986539032,3.07017923883072,0,0
85,0.990182679863012,2.9428656198429,0,0
86,1.31448353452436,3.6224633097663,0,0
87,0.524465083458444,1.70531444895384,0,0
88,0.858393622665004,3.8442592908027,0,0
93,0.573615270749423,0.985412578746256,0,0
94,0.545563530586251,0.97081655134428,0,0
95,0.259682777376158,0.951839994492065,0,0
96,0.526278873627319,1.4895004991566,0,0
97,0.313372379778052,0.926158182138453,0,0
98,0.467070635899243,1.86579179143914,0,0
99,0.439700546063061,1.24190593623393,0,0
100,0.484825612119077,1.49363220010569,0,0
