patient,O75122_N,O75122_C,O75122.3_N,O75122.3_C
1,0.786287836855898,1.64149849557592,3.63759472215601,6.85600198833755
2,0.794286074043372,0.90562394906731,4.4389782304826,5.02300303298615
3,1.23634017035275,0.966128816476001,4.98518118328397,4.91238061046414
4,0.815796584026085,1.45944088413442,3.78496652718975,6.2592209156548
5,0.776847200136841,1.21728635957605,1.17243884019096,2.43633392233346
6,0.397299283483373,1.31198248937262,1.38065284376678,4.0067151940375
7,0.550954405215177,0.915497285345936,1.66611891013618,1.77327201270707
8,1.03521447984441,0.961649572053951,2.15386499913708,1.70565227961647
9,0,0,5.95494644538847,8.08498454742585
10,0,0,5.50355182188222,7.73850287643521
11,0,0,5.07386566661823,7.28861685990731
12,0,0,6.56310383971294,7.65633970509817
14,0,0,13.2249151058155,13.9897134467166
15,0,0,15.3683776661732,14.1275885087845
17,0,0,5.93398338423394,5.52219374120234
18,0,0,4.51935615921552,4.10022698221903
19,0,0,3.44688862419059,4.70240868884245
20,0,0,4.69841798073706,7.33005883317265
21,0.836151556623936,1.38812071825479,3.5897175828217,5.36912138904019
22,0.868409494641324,1.28501766618171,3.48529539862928,4.50115009638317
23,1.0724882062061,1.1663660213249,4.5830499388071,4.7405595175997
24,1.12594752300917,1.45678942146686,3.71608425277974,6.01240820992847
25,0.861121348566667,1.05766180075953,3.62478640276827,4.69719693046448
26,0.645286586440624,1.09276202990049,3.59084888253712,4.0377896310288
27,0.626396077363116,1.16651176951304,3.08080078784252,4.76394008728403
28,0.655525021231593,1.27548191709263,3.21666721061146,5.05322897712997
29,1.11113523328333,1.71065893002816,3.78523820776501,5.63034701545207
30,1.09249098707929,1.42257440593669,3.6609377933285,5.20605328544884
31,0.968737664798295,1.62196389568696,3.40124510097814,5.11053331380327
32,0.741309439225284,1.31876792715981,3.19959035017365,4.72345495972378
33,0.761671859455144,1.22966025461543,1.72956664140042,3.82617945674697
34,0.944847224787175,1.20178004420324,2.71219262201055,4.40031355733583
35,0.845955880162754,1.02727852211056,2.55092652185535,3.08136768220958
36,0.425622985684584,1.0314665109823,1.28389628673574,3.55536220738828
37,0,0,2.62411673080554,3.79717080374146
38,0,0,2.33501475753865,4.70453088926209
39,0,0,2.35200536954856,3.63429057610656
40,0,0,1.49456927261347,3.1557825188709
41,0,0,5.07365605205962,5.10271961314462
42,0,0,3.59315716383101,5.88281120694168
43,0,0,3.52081561424336,4.93283882523627
44,0,0,2.9033350005203,5.40384666132392
47,1.0534075784327,1.60439494771153,7.70182176533963,10.6668667731715
48,0.609843813662909,0.976053239168817,5.93025993444682,9.20492160790669
49,0.443884881020135,1.11139960929689,3.50472134397886,8.44248030045823
50,0.693479564996693,0.918838350433004,4.88385479326835,6.27490208443593
51,1.08928950485302,1.3893494947009,7.17533221105262,8.18020494901433
52,0.635129439633293,1.42880127978342,5.18370809644124,9.23819968632486
53,0,0,6.13227666244201,7.16177163419373
54,0,0,5.06523318702591,5.98790547481659
55,0,0,4.63846642578617,6.86918489316525
56,0,0,5.21822245818385,7.0895443009195
57,1.0554556110191,1.18478546103427,8.3234700917783,11.3265265893533
58,1.00328602085326,1.18528696554781,8.43197792519181,11.470661281267
59,1.04232319050174,1.11465646940822,8.45994807988981,10.5794142608014
60,1.02569627487112,0.727123230155583,8.84082175442745,9.34943175094467
62,0,0,4.4301012009082,9.39192630482301
65,0,0,2.76229149157436,3.41173390097627
66,0,0,3.2462745962015,6.02337217665128
67,0,0,3.66538754487104,4.20133654775929
68,0,0,2.96364452141186,3.9521790925952
69,1.21829671441743,1.40184856185486,6.3508090315867,6.82945308970575
70,1.21445866222892,1.73674860008546,7.17144572143584,8.61316153680704
71,1.19025344637596,1.75812025397111,5.74202817454562,8.37488366667393
72,0.796913066618691,1.33538729094984,5.25491048353408,6.4890688827746
74,0,0,4.71721058611898,5.33557116224179
75,0,0,3.04953336810579,5.05896478973907
76,0,0,5.51182015376108,5.62659751033624
77,0,0,7.84413963925766,8.54546240980391
78,0,0,8.33492471993407,9.90785314014324
79,0,0,6.85907253168539,8.81834233637791
80,0,0,5.33639438920943,7.0664709159737
81,0.730465377474538,1.23309367908743,10.6989921438913,15.6422084384112
82,0.652607672501394,1.27894951980013,10.0235049610621,14.9021770208128
83,0.87711161877402,1.61754200316313,10.0175439637008,17.6256551608686
84,0.93075303897374,1.50256717831957,11.3191598144254,16.8036115083035
85,0,0,7.49939319172895,11.0419727462734
86,0,0,9.27424446100825,14.9805138758552
87,0,0,3.77324934196154,9.40477327153644
88,0,0,6.36547534186628,13.5631381703929
89,0,0,4.27436880356643,8.82044553975065
90,0,0,4.91392071833152,7.76333621416326
91,0,0,5.62612989759544,7.39204479627328
92,0,0,5.69156223928408,9.44645793025589
93,1.03856424120976,1.05704194848899,4.85831720297217,4.49600950333953
94,0.823414615571348,1.19684803251924,3.7999825852673,5.38938694699991
96,0.861726585146437,1.32557320399256,4.56424286643036,6.90717429771034
97,0.729595490037848,0.83264948910585,3.62608151919854,3.12206733583041
98,0.710904379255083,1.14157848675312,3.0908723508646,4.51292664394215
99,0.795585510837321,1.25559483081959,3.41400712954481,5.12839658184629
100,0.824784333337122,1.30709909868952,3.67336654114488,5.06750304292543
