patient,P30622.1_N,P30622.1_C,P30622.2_N,P30622.2_C
1,0,0,0.637442390163176,1.19675427513924
2,0,0,0.793086819581116,0.832508852785736
3,0,0,0.912664377101981,0.949134295425023
4,0,0,0.683463530081677,1.11570902361336
9,0,0,1.04309858266171,1.40880902216629
10,0,0,0.680210199366878,1.28312410386569
11,0,0,0.64161288400122,1.5865354615026
12,0,0,0.944519426614269,1.11530816503244
13,0.636790968528928,1.22989693525141,1.09069505371567,2.58629434884902
14,0.678549090753697,1.26435544712541,1.60681549443503,2.50397286778714
15,0.512814137701963,1.53113114824153,1.93922010131956,2.93512301784484
16,0.713065875195699,0.860176915516431,1.64113096964772,2.28388238985582
17,0,0,1.17128361063629,1.18107868990457
18,0,0,0.929796682672072,0.787297033416653
19,0,0,0.633158390526174,1.04245297875204
20,0,0,0.956519124885113,1.64285612027819
21,0,0,0.703971139170251,1.34078904768512
22,0,0,0.752285278201748,1.42939734517367
23,0,0,1.02087785023819,1.40933351833865
24,0,0,0.943166366033023,1.59887146755469
25,0,0,0.945143711776814,1.42180628155958
26,0,0,0.774821933630481,1.31260458159956
27,0,0,0.554521627104589,1.19314833187721
28,0,0,0.678775673394441,1.87005967629681
29,0,0,0.725831426905307,1.34220786794061
30,0,0,1.00740860359754,1.63127080249406
31,0,0,1.00033732561791,2.02129816534338
32,0,0,0.777225137935675,1.15028215134796
33,0,0,0.510758034710712,1.58629098321617
34,0,0,1.11124764245299,1.24669371892324
35,0,0,0.922803909241584,1.15238231315845
36,0,0,0.265895105827666,1.13765978929721
37,0,0,0.787286347238275,1.75672261917271
38,0,0,0.633493572904627,1.75773177822143
39,0,0,0.707427060348149,1.59253178522644
40,0,0,0.57694564113341,1.56549464116844
49,0,0,0.76270103348519,2.33535959851142
50,0,0,1.17656603705369,2.06381469916786
51,0,0,1.93666586589121,3.04398473729408
52,0,0,1.26699612334739,3.21865577581824
57,0,0,2.55035882256427,3.37320053384289
58,0,0,2.86966647014935,3.36241820074114
59,0,0,2.79485822677964,2.97553779149933
60,0,0,2.91756731994028,2.70389484519139
61,0,0,0.999443869077895,1.07521096206053
62,0,0,0.706010503673835,2.06696858090096
63,0,0,1.41116612840956,1.75718986891856
64,0,0,1.12811846967478,1.6079384242038
69,0,0,0.83765085662537,1.16329786906353
70,0,0,0.936640730724132,1.51221124958673
71,0,0,0.786672252237822,1.43584088514875
72,0,0,0.343090627945516,1.09049035975596
77,0,0,3.41411723648661,3.86138157464078
78,0,0,2.96562893753341,7.43624046397203
79,0,0,2.78525312584396,4.51321384398007
80,0,0,2.25910888649193,3.85293304200507
81,0,0,1.96000516204506,2.36864295016229
82,0,0,1.82465817405183,3.30121138766086
83,0,0,1.86200490705342,3.4083854379411
84,0,0,1.76400098081846,3.6440285456785
85,0,0,0.634128946038209,1.24991517619117
86,0,0,0.948300177033636,1.87274582170612
87,0,0,0.260449485402226,1.00922790714851
88,0,0,0.56518276934156,2.34342217328985
89,0,0,0.623807466428202,1.64626653470719
90,0,0,0.524694676238753,1.25738378606488
91,0,0,0.712013504076845,0.995887988505458
92,0,0,0.808250146947265,2.14790932976976
93,0,0,0.848716932794282,0.690028965660498
94,0,0,0.85964541107773,0.761977666052477
95,0,0,1.12477160211261,0.616991648811562
96,0,0,0.862988194473829,0.97282305558868
