patient,P48059.3_N,P48059.3_C,P48059.5_N,P48059.5_C
1,4.13641211872503,3.00983226261668,0,0
2,4.3013521199687,2.54845349811388,0,0
3,6.90554394934517,3.76881596350301,0,0
4,5.07290069661732,3.22475875513292,0,0
5,6.67744146147021,4.88462865548988,0,0
6,4.08516467500643,6.64579071364096,0,0
7,5.32612220294568,4.7466922327468,0,0
8,10.6343666211443,5.62238550836709,0,0
9,9.41028236314068,4.22995048526869,1.10318300464037,0.877501450116009
10,5.55657601582163,6.15313815811853,1.01979408352668,1.76114414153132
11,5.14343021084537,4.67901160269404,0.909875290023202,0.816263051044083
12,6.86273756053854,5.34726242184567,1.13950116009281,1.24689675174014
13,4.15025251978098,3.81212683199833,1.0719280754725,0.750680324000979
14,7.58359323280032,4.71296442892462,1.27944907060823,1.11408510170267
15,5.56933690117659,3.23463591158508,2.14895458948168,1.07160875781885
16,9.37529464151837,6.29267998606032,1.08809974064311,1.19410610570834
17,19.2024639160026,11.7354803214507,0,0
18,16.9976564471009,6.83770695408909,0,0
19,9.99442991343892,10.8071848409708,0,0
20,11.9158364280052,9.20557424585377,0,0
21,10.6891573025579,6.52028849426955,0,0
22,10.4556648117914,10.1486708295614,0,0
23,9.87466846060091,6.59158645529379,0,0
24,10.0767526023806,6.78382866154325,0,0
25,10.5946504327066,7.34254696984853,0.716882529051192,1.85457245639363
26,7.73886710029478,6.07566394022816,1.20766276950749,0.837239367618867
27,4.29218033538109,5.78025550662053,0.685847750455589,0.822170910941235
28,6.75399322998598,6.84318835632361,1.05891445577829,1.02771252928786
29,9.0477748827158,5.69717625166714,1.33334110225454,1.30666262682764
30,8.85678790460962,5.00685134653067,1.32627138395562,1.42062493202194
31,6.3827524136129,5.57785799074299,1.04673006106372,1.54185894746655
32,6.30777207381326,4.3706562688178,0.900247051694402,1.0585621280629
33,4.47916461069422,9.00804076423628,1.01261736220123,1.12368075506718
34,12.8740278668634,5.91121101711139,1.04531587832835,1.03748185883956
35,10.7596344261113,6.07361653346312,1.33418238900572,1.82920652785594
36,3.2636283235613,12.471624658426,0.970668088341281,0.883733672955602
37,2.45603178079631,3.56041523521989,0,0
38,2.66528652372894,3.45993026980445,0,0
39,2.60961597714619,3.52240659333818,0,0
41,9.47820394901309,6.59026287329184,0,0
42,6.86369378723843,5.20420345541213,0,0
43,6.21239179733587,5.5111096366599,0,0
44,5.12454399496181,6.37784123242945,0,0
45,8.93898074140171,6.73296025347278,2.2868094949875,1.66937932702644
46,5.07243733383674,6.50987810119302,1.75001096972005,2.29014556380272
47,11.7850314759911,13.8125062762622,2.66377455435677,10.4888923390898
48,4.67835681908672,6.94740109882453,1.88449638707852,1.72874608669776
49,2.20986374937781,3.34319932693263,0.297136693754566,0.879849892084761
50,3.69093747452124,1.49933369411165,0.746856248398614,0.204402315170678
51,8.2941486170134,3.12788069871595,1.02815082846904,1.0759971670152
52,3.20709229835237,2.80933289307032,0.856550494149976,0.937178673845352
53,5.49843943534226,3.4428051252055,1.10696011164089,0.554705973562817
54,4.80186930695037,3.94402402543799,0.917194828856069,0.67139347598558
55,5.04487444749502,4.45834305814125,1.14773277900531,1.20092694887002
56,5.84208144998285,4.0102591042621,1.00065899135558,1.41926629065395
57,8.86627716469458,7.68593682646364,3.05805589984301,6.65252916528641
58,8.48332320141279,6.97213303393844,2.77224476104827,3.33565480223718
59,6.57700382029558,6.00900564295908,3.19426229988375,3.54197884154272
60,10.2698623484757,5.27889613199429,3.53131987898024,2.5636194309522
61,5.2192237676297,4.28703492050279,0.916379876898289,1.06890021129398
62,4.95621394494106,4.15075823135175,0.821912387197987,1.14926965776028
63,4.78062683503205,3.02496339680581,0.975202990622505,1.07365609254535
64,4.73415996105642,3.94076337262706,0.927502844342056,0.939593948088107
65,8.20090090986989,7.16273620294517,0.994653184135783,0.9344009855251
66,8.23870090499364,7.00127989782036,1.15695684905725,1.04099510659412
67,9.49342346802529,7.66347012191928,1.35791157649796,1.17688977859905
68,8.04392287018765,5.89137674910734,0.864481743831913,0.976816206412757
69,8.89855646162265,4.7732913773529,0.783230923040631,1.07545972298671
70,7.93021184552765,5.17142523431193,0.942311364734164,1.29560440794869
71,9.53223750328085,5.23759970890751,0.945743139259276,1.29104368632121
72,3.96387016696881,6.46865968247322,0.817031936284697,1.13895597667966
73,5.5637856709857,5.30340402106458,0,0
74,7.05539576504422,4.84926606517274,0,0
75,4.28484384615309,4.55965995466653,0,0
76,7.22607219562385,4.31424177513051,0,0
