patient,P00533_N,P00533_C,P00533.3_N,P00533.3_C
1,9.96628694500257,14.2740689942082,0,0
2,13.2622409987533,13.6284005519389,0,0
3,14.256521547759,17.5873671403472,0,0
4,11.9035462386527,22.8978916652291,0,0
5,9.98145815722976,26.3601519051839,0,0
6,7.55927686081474,19.1060426575119,0,0
7,12.7908811294861,13.810466966458,0,0
8,16.7346792479964,39.4233769158079,0,0
9,13.6498128914298,26.3787274620968,0,0
10,14.0136154842176,22.6619117876243,0,0
11,13.2200987052536,34.724244366682,0,0
12,14.525691112709,25.2353970612963,0,0
13,8.62202877035126,20.1248010787435,0,0
14,11.9009539605385,19.6889944735634,0,0
15,14.3910503442723,25.8977713423468,0,0
16,8.18790247456342,17.1644937402913,0,0
17,15.5003128649715,25.8823741146563,0,0
18,9.25539250826283,11.4309735697803,0,0
19,8.80350909783038,10.4246886170109,0,0
20,11.2987855108013,20.7947442358203,0,0
21,26.8090577812726,30.4411071885727,0,0
22,28.8279691072086,32.0315826207806,0,0
23,31.2612095846469,29.0363536210478,0,0
24,30.5666693012107,50.3346005645868,0,0
25,10.141035115944,20.0835776565756,0,0
26,10.9334019290164,9.21067893282057,0,0
28,9.56693910061323,11.72969460832,0,0
29,11.9346308338642,27.9790151825804,0,0
30,13.2410836417464,14.9631506375902,0,0
31,9.98186109741872,17.0640149153756,0,0
32,9.33273983014903,19.3109109863098,0,0
35,17.5924226818306,60.7850519890619,0,0
37,6.8674189739751,28.0119445907841,0,0
38,9.13610747776592,22.558052142215,0,0
41,17.134120396949,17.2810355866668,0,0
42,16.1643061623602,62.7026650534427,0,0
43,12.5140608488842,17.1069756796436,0,0
45,15.8651542871366,22.2064714201413,0,0
46,12.505275986871,25.2757255431389,0,0
47,18.1840885879498,34.0547223894167,0,0
50,12.4065727842647,12.3971738436405,0,0
51,12.0348162250383,18.2432409962501,0,0
53,16.0471353230876,13.8912759691846,0,0
54,16.4419783797836,59.8697877696219,0,0
55,14.1726025551161,15.2829294182026,0,0
56,14.4822985596899,24.4237603906561,0,0
57,19.0436643344465,45.0167243807693,0,0
58,17.1612779253021,79.2852583839757,0,0
59,20.7173841725138,45.4666110222152,0,0
60,19.4926876776175,26.6592597737561,0,0
61,18.1472260610553,34.1645045086758,0,0
62,13.8847194650252,30.4501602610574,0,0
63,14.9208463748953,63.2242687030032,0,0
64,19.9546510615515,34.1763792840177,0,0
65,14.7723482873862,27.8449319411487,0,0
66,15.7882994574601,14.7606348665572,0,0
67,15.8193276399165,20.9190751362311,0,0
68,12.8103383234921,21.4962504316026,0,0
69,10.4939520993952,20.4154973081031,0,0
70,11.389316778908,10.0269074001162,0,0
71,10.1646077594486,9.91198109124537,0,0
72,7.1100511194786,14.194917435385,0,0
73,9.09819899235237,11.4313896254713,0,0
74,9.65320443793483,34.974217278563,0,0
75,7.44288315379567,14.247589265323,0,0
76,9.2930960356252,20.5458694839513,0,0
77,21.1474519739365,23.1522488556338,0,0
78,18.1093798651146,55.7176106436483,0,0
79,17.8195520476292,31.2345172062556,0,0
80,15.5837604167054,43.5881648300746,0,0
81,7.74878631957667,10.2054188045667,0,0
82,8.17649650790124,13.7759475959407,0,0
83,7.00233864234148,9.96207011285921,0,0
84,7.07302064829294,12.4756221127785,0,0
85,10.8792330746334,11.4987270454268,1.20275251986561,1.120233587542
86,11.1982475525757,16.6528578008195,0.792311076742574,0.941373126766572
87,5.34239423250851,9.74407741495859,0.714518559010186,0.78425483974188
88,7.39865514801096,11.649666908148,1.06750973281425,1.97342475067996
90,20.2394272100502,60.9367323903204,0,0
93,5.18188862686949,4.96457498180033,0,0
94,4.87877287557079,5.80235368308275,0,0
95,3.76924937685563,6.77021130740874,0,0
96,4.96904005803104,9.30589824424695,0,0
97,8.32490133300068,16.97816624111,0,0
98,8.28352568711377,10.9985204729364,0,0
99,9.29007219970778,18.8395273627403,0,0
100,11.6980759147224,22.7650900468579,0,0
