patient,P16591_N,P16591_C,P16591.3_N,P16591.3_C
1,2.62094124077701,1.5068280443834,0,0
2,2.52146578713034,1.9494682624384,0,0
3,2.21961176929781,1.93969350523837,0,0
4,2.00646936484746,1.67923098877898,0,0
5,3.2501081331325,4.94696517693071,0,0
6,3.02905760019838,2.68820418495722,0,0
7,3.59909641327456,2.44205139501855,0,0
8,3.92582874062047,2.82755945831217,0,0
9,2.08241787919898,3.17283006957014,0,0
10,1.72454876878677,2.88966275698125,0,0
11,1.74411864340279,2.27230507149385,0,0
12,1.93048753634454,2.42332577097799,0,0
13,3.30142953730815,5.44383768656791,0,0
14,4.97315231929343,4.62876336480834,0,0
15,8.2095025542811,5.00636488881157,0,0
16,4.3682839253751,5.26212834637209,0,0
17,4.20126171258114,3.58205090486332,0,0
18,2.86375361879222,2.38000508766376,0,0
19,2.39324294595409,3.64682806043757,0,0
20,3.29621479331825,3.74556479824855,0,0
21,2.17334047395987,2.10502056656264,0,0
22,2.32962897372416,2.50280129316253,0,0
23,2.39280965240422,1.69792780367779,0,0
24,2.06567906404413,1.90380998462566,0,0
25,1.43528071602929,1.2826932465419,0,0
26,1.25742880390561,1.14085977759696,0,0
27,1.2400244100895,1.57895850284784,0,0
28,0.964095470572281,1.01853268239761,0,0
34,3.71241430818947,4.41197457555792,0,0
37,1.23375945229853,1.22517260719052,0,0
38,0.866273977825605,1.4286681272776,0,0
39,0.77419194416893,1.30076060439454,0,0
40,0.59935239495067,1.1361876949515,0,0
41,1.0458715114117,1.08621357998573,0,0
42,0.691340666502851,1.06878427157343,0,0
43,0.777961596127288,0.815636181583329,0,0
44,1.0094163468096,1.5514765110372,0,0
45,3.49048670289517,3.00947031467823,0,0
46,3.44848906878775,2.58222951128877,0,0
47,3.70037948629302,3.61459963009993,0,0
48,3.49729237053876,3.50063821077458,0,0
49,0.3841197841917,0.996148948821803,0,0
50,0.778116253802018,0.574021437621999,0,0
51,1.41989844681533,1.17478075159319,0,0
52,0.909204541563023,1.11521243045848,0,0
53,3.41162682328437,2.55939017765754,0,0
54,3.01118833171657,2.89008123222353,0,0
55,2.53870684828097,3.95355223232676,0,0
56,2.90651986223954,2.88109054378144,0,0
57,3.77170742956386,3.47475836414049,0,0
58,3.9912636758492,2.94185225295803,0,0
59,3.59411375551573,3.51442056723988,0,0
60,3.19396708676741,2.62767358432206,0,0
61,0.927634670287472,1.31321799038845,0,0
62,0.862226859848276,1.30985751182001,0,0
63,0.820954868481174,1.22784498374851,0,0
64,0.89707278660475,1.16350980436635,0,0
65,2.40459807712166,2.24853062445139,0,0
66,2.7949543596302,1.82193184614103,0,0
67,3.32862085082685,1.87748911380704,0,0
68,3.06828804998752,2.4049533375111,0,0
69,7.25244070871324,4.73766109678509,0,0
70,7.04590434123006,5.40982948760287,0,0
71,6.91583414276564,6.12494037651538,0,0
72,6.34661099813117,6.08028923580343,0,0
73,3.31378475919324,2.85057099996545,0,0
74,3.26797005122587,3.62853685602706,0,0
75,2.81339133263599,4.32956604120689,0,0
76,2.91573060202407,2.83632987360641,0,0
77,5.21854165768997,3.7266227527754,0.782289475406464,0.946811395020522
78,4.83961316129538,4.23666159199772,1.015127291766,1.68573939546929
79,5.09362952678969,5.19881753725835,1.19046550547406,1.46584205162726
80,4.02398722211942,3.74462535949454,0.951373890930169,1.05542310604998
81,0.815327377686077,1.00916174630699,0,0
82,1.21437257182993,1.34194999890252,0,0
83,0.745497047784192,1.84787857503457,0,0
84,1.15990254395399,1.1546280647073,0,0
85,1.85098301406497,2.70434598337563,0,0
86,2.46020236871186,2.67799905536515,0,0
87,0.678649364606356,2.36140674775322,0,0
88,1.70299810253599,1.94969766787968,0,0
89,3.17354259058409,5.97364178792342,0,0
90,3.07295923268819,4.06836911159812,0,0
91,3.99102332497643,4.41783844568946,0,0
92,4.17072897415122,4.72640444844482,0,0
97,1.86821309312775,1.74114237434635,0.628510586785227,0.836201963287406
98,1.74589326433388,1.97344217655993,0.664871021701809,1.44917902892107
99,1.607893127419,3.24689469185931,0.868837214420918,1.09426860941145
100,1.74433817146735,2.15404458888967,0.801624334199058,1.07339217326231
