patient,P48729.2_N,P48729.2_C,P48729.3_N,P48729.3_C
1,0,0,1.25019816272929,1.89832218966216
2,0,0,2.26750713087436,2.70104506572202
3,0,0,1.97517475431577,1.73780350830262
4,0,0,1.63437527280935,1.82397731908391
5,0,0,0.957022046777239,1.19480270240751
6,0,0,0.894829227192586,1.53382534209171
7,0,0,1.18287435053284,1.23511413458988
8,0,0,1.04106036729026,1.0973522023373
9,0,0,1.15646239955753,1.31358305516497
10,0,0,0.737252618417926,1.28203545234655
11,0,0,0.716930423504025,1.26861910344747
12,0,0,0.918232134580255,1.43251706986473
13,0,0,0.984401947444823,1.18446271335955
14,0,0,1.0919605520598,1.84759204054584
15,0,0,1.61957308275466,1.26967002934084
16,0,0,0.953785613743077,1.62465158673894
21,0,0,0.936881078517124,1.50049070927811
22,0,0,1.1536787425226,1.19833389339295
23,0,0,1.26470763068092,1.68054280088849
24,0,0,1.03662911234392,1.76674750126468
25,0.803500291443443,1.33120598183026,0.852791873669269,1.43564584811923
26,1.29547909960683,0.973714400276222,0.744200674237048,1.71603974449965
27,0.922023100141452,1.051524230645,0.644418026969482,1.42209013484741
28,0.739107997430843,1.51169300795622,0.602199254790632,1.90937721788502
29,0.791258471965496,0.792629390018484,2.84252234635999,2.23317582416624
30,0.722034812076402,0.944200554528651,2.2894937915309,3.61298266108964
31,0.500844115834874,1.21525723967961,1.70429548868409,2.43574619886794
32,0.512650184842883,0.679452402957486,2.17496178566669,2.6630677148632
33,0,0,0.272688024463494,0.980839820294369
34,0,0,0.766599487578781,0.931183225463451
35,0,0,0.748804256225692,0.767751398412211
36,0,0,0.471071201663578,0.942236667716144
37,0,0,0.727806921701407,1.15712489357917
39,0,0,0.95084287309611,1.7194088479813
41,0,0,1.06300293657755,1.25425231684528
42,0,0,1.11027420769612,1.31826589374928
43,0,0,0.869525380420274,1.83664810647954
44,0,0,0.733755386903627,1.43652034628733
45,0,0,0.873615772406078,0.805877125904527
46,0,0,0.444452114929833,1.17800954444397
47,0,0,0.857328971777334,1.19509112536641
48,0,0,0.444742413299914,0.983592831754393
53,0,0,1.18731564100558,0.811946539534698
54,0,0,0.991064868289256,0.978417630357052
55,0,0,1.17371123188239,1.47934488994832
56,0,0,0.926003304081323,1.316952514185
57,0.961734063447056,0.973227718307905,0.841070436819356,0.879409847149446
58,1.16648240399915,1.48411655806008,0.786854369400913,0.836313476444595
59,0.871532068207536,1.15475896275293,0.65030304493758,0.700220945113853
60,0.854861716287519,1.17155504684607,0.75374882283341,0.608178591263613
61,0.874076753958757,1.66820471432945,0.775196854225674,1.19929482874412
62,0.814771936659895,1.20787020287758,0.593572673032188,1.36600772817084
63,0.76197923913951,1.33982133414967,0.664973087667046,1.29065562920353
64,0.682047143294465,1.11080065677789,0.707341762295481,1.14538013061971
65,0,0,1.74438760644165,1.90196098777821
66,0,0,2.03306044026408,3.00190130712019
67,0,0,1.69773487816924,2.7550367409193
68,0,0,1.34145768501068,2.34784125286296
77,0,0,1.01957948177595,1.20819004741606
78,0,0,1.12027395948082,1.77423248239858
79,0,0,0.80258345706212,1.7684467646918
80,0,0,0.842627520475119,1.22002969490876
85,0,0,0.887024201419331,1.16800383781906
86,0,0,0.875866404195133,1.3577442887628
87,0,0,0.40088749565764,0.957114026236125
88,0,0,0.649317629154191,1.51574002084333
89,0.642596025446432,1.46505677341229,0.764862620250536,1.41379531949814
90,0.703648179020793,1.37684855723374,0.650791453684387,1.18682459488052
91,0.739301591646139,1.06689641444176,0.926776939580594,1.02156352886507
92,0.887693149866879,1.97161122031733,0.967363040447683,1.90084336039073
93,0,0,1.04618832493516,0.957066368065075
94,0,0,0.751515531787555,0.816585259120541
95,0,0,0.684732384758448,1.34399032118977
96,0,0,0.746557072159906,1.47879703457729
97,0,0,0.769894876987861,0.760256432496195
98,0,0,0.83488553127453,0.985081552732808
99,0,0,0.941576281403548,1.87324090256606
100,0,0,1.02031662669621,1.38687350110804
