patient,O00214_N,O00214_C,O00214.2_N,O00214.2_C
9,0,0,1.15355679757703,1.86837925998804
10,0,0,1.3235732071719,3.62699307449313
11,0,0,1.0321928795925,2.98131427973638
12,0,0,1.45429264282552,2.87883579753349
13,0,0,0.587483674265554,1.16573164733021
14,0,0,0.656820340592985,2.63146456679558
15,0,0,0.723420856231766,1.58406269082027
16,0,0,0.75106753341475,1.52517343442567
17,0,0,0.62849223384657,0.82784322341846
18,0,0,0.430146309034879,0.458605303632092
19,0,0,0.327285480081802,0.664446960862192
20,0,0,0.653844203694627,2.92683984878958
21,0,0,0.627820475936049,1.82554149027989
22,0,0,0.719056964366446,1.00585672598742
23,0,0,0.713487937199457,1.46632382557232
24,0,0,0.708232296247585,1.59109777649912
45,0,0,0.40943193253982,0.748618870805427
46,0,0,0.238501578929104,1.20160842558212
47,0,0,0.455680674601798,1.92389908734428
48,0,0,0.266117222472846,1.17248846167193
57,0,0,0.510845793083721,1.57234203579112
58,0,0,0.453046654787941,0.968338627113291
59,0,0,0.570609688511206,2.00576853170607
60,0,0,0.58878592668959,0.962933608252338
61,0.922722776597911,1.58452128123818,0.599416436587902,1.24808168094948
62,0.437287260349693,0.947698775201466,0.475093226720212,4.15441571945929
63,0.694105838885172,1.70423006429465,0.486908817096346,1.29415719459285
64,1.41470776481541,1.86596311058098,0.562596364157912,1.59785219979203
65,0,0,1.10057042516809,4.14635262787801
66,0,0,1.09185640503461,2.74982695117706
67,0,0,1.01175923163065,1.76457082912991
68,0,0,0.887384865975601,2.05473978661566
69,0,0,0.416446215242518,2.43519051530655
70,0,0,0.522023582373372,1.66646723628296
71,0,0,0.367936121909099,1.41762986151985
72,0,0,0.205470968326143,0.796781517007639
73,0,0,1.03362973778379,1.20092870734947
74,0,0,0.870336018127346,1.26753792820071
75,0,0,0.613030625800352,1.65208580170822
76,0,0,0.72025882531286,1.26283056276953
77,0.907310795609727,0.450622850344639,5.28042742282112,5.47648547134027
78,1.5531818371192,1.23135036547034,1.73088067407965,2.36701857103895
79,1.19826592538757,3.49623419728455,1.52299564446182,2.68674860890322
80,1.22706378487476,1.46972776046995,1.14275504081586,2.57038312201939
81,0,0,1.6431407929313,6.17413141305837
82,0,0,1.40014739146164,5.80448952264623
83,0,0,2.62182631837908,4.35681020540644
84,0,0,1.35810843006597,2.72270150779228
85,1.17386451176757,1.75635543257818,0.50511673067587,1.48509923429291
86,0.482308026894315,0.558680648356313,0.784417163759415,1.86961589671366
87,0.200297661158887,0.6326819375226,0.279444634042001,0.691739207759934
88,1.00299757364231,3.76732644729878,0.469232322164168,3.33438279586432
89,0,0,0.573994827571869,1.70616117685214
90,0,0,0.402119697637481,1.57853026535721
91,0,0,0.545069145884094,1.27280816279012
92,0,0,0.686268118051109,1.18116803738784
93,0,0,0.791527132190305,0.618668399203161
94,0,0,0.81206915495851,1.07063111782044
95,0,0,0.56713658534255,0.95912615190587
96,0,0,0.815862263348732,1.15843154490343
