patient,P50395_N,P50395_C,P50395.2_N,P50395.2_C
1,24.170525712079,37.6773166979334,0,0
2,25.506115193536,29.4366093305896,0,0
3,26.3035872283939,34.9226909361615,0,0
4,22.0298640468493,32.7821672154625,0,0
5,23.2702367792079,32.0676918523269,0,0
6,18.4129949660162,50.2545321948285,0,0
7,23.8023499282127,24.2377759385709,0,0
8,26.0179537620977,28.7524597713054,0,0
11,27.4210540716662,44.805336535012,0,0
13,28.9741291724163,52.3094795396921,0,0
14,29.1229375568666,49.122104808384,0,0
16,26.769415935877,48.1868935214236,0,0
17,37.8271862460575,52.9187509268106,0,0
18,25.7983052601833,28.2577944818367,0,0
19,24.6464054196789,34.4522594024503,0,0
20,32.648281466159,49.2808795928619,0,0
21,24.1821286683523,33.419211960112,0,0
22,23.2335172772119,27.1030745999521,0,0
23,25.7178211454886,23.0183603422576,0,0
24,22.451871936005,34.050526118276,0,0
25,30.3704318642405,46.9567848023055,0,0
26,35.1245928447862,48.5244717773639,0,0
27,29.8236436738113,42.2665337018549,0,0
28,29.849673498654,57.2307335732217,0,0
33,10.1866579950988,21.193414370493,0,0
34,13.462264277228,21.2983580553086,0,0
38,12.3532509993372,25.3554323489023,0,0
39,14.4087200031968,19.261383282227,0,0
40,13.126439170266,29.2769826630187,0,0
41,22.6662922338325,27.9929526289928,0,0
42,17.4679583789591,31.5776583574159,0,0
43,12.8591676408185,21.2119255436099,0,0
45,24.8329976189133,27.9218947228459,0,0
46,19.564428924618,48.3403852436607,0,0
47,26.6944489552379,38.0999136312509,0,0
50,19.5134339625746,19.9723846639323,0,0
54,22.67517896449,29.9239492633562,0,0
58,18.5537869885806,27.4489396087177,0,0
59,18.3375123874973,27.4468218897085,0,0
60,19.2709150300401,36.0979847474989,0,0
64,20.0815419211189,22.3139022879918,0,0
65,28.9396645519197,35.7151164507264,0.629088778748594,1.435206716721
66,27.067693014389,34.5203751734483,0.754786490362325,2.36085123512477
67,28.8049964564048,32.8565976262055,0.840970272902732,1.93850433632485
69,18.8057260962533,17.4507361579898,0,0
70,20.8001906633418,25.3333709800695,0,0
71,16.2464040839818,30.2397030623933,0,0
73,30.6578520686238,38.8319966108817,0,0
74,26.2367991326106,62.5835221667872,0,0
76,25.3904872218162,45.0356758480585,0,0
77,21.7278961061517,22.8721395537524,0,0
78,24.8774249638564,33.8157403211851,0,0
79,18.6124184663787,33.3889096357028,0,0
80,15.9881335490883,24.5512529202818,0,0
81,28.2375896157168,44.3247501432941,0,0
82,36.564085750758,53.2666518128154,0,0
83,27.1880247854044,52.2601381434028,0,0
85,20.3581135818464,34.0439923802233,0,0
86,21.8578507516285,30.1296407447799,0,0
87,12.8411655442832,21.6593703659672,0,0
88,18.9907096549487,40.3377764033008,0,0
89,18.3685648615262,41.7937557420788,0,0
90,18.8399861080276,34.5317921349978,0,0
91,20.4296514816397,35.1979038343969,0,0
92,18.9559793902212,40.8822346912321,0,0
93,22.8210223690917,22.2720639136413,0,0
94,20.4163223318575,20.7047071588578,0,0
96,20.2490688685312,30.4603269471955,0,0
97,19.9157204530038,30.6507452685214,0,0
98,19.4481864022404,33.2020592757863,0,0
99,20.0396343861831,37.0960195982194,0,0
100,23.4842008706449,43.1640384812553,0,0
