patient,O43660_N,O43660_C,O43660.2_N,O43660.2_C
9,0.622406571729673,1.67837976599022,0,0
10,0.485394114626962,1.43352338746724,0,0
11,0.46281027913638,1.66208014699922,0,0
12,0.608241684005729,1.40279406598752,0,0
17,0.702102739094347,1.21164890629061,0,0
18,0.591657793465411,0.774742816899047,0,0
19,0.452575184660401,0.63517979760717,0,0
20,0.562476838848692,1.11889530740402,0,0
29,1.22867664359561,1.75341604804338,0,0
30,0.890763839870133,1.48849842324097,0,0
31,1.04243432013025,1.29144854965014,0,0
32,1.00188389937167,0.978926540557527,0,0
33,0.404516772366479,0.989222607793865,0,0
34,0.690629013601372,1.23060109289617,0,0
35,0.620331059790196,1.35721750229349,0,0
36,0.322547166048422,0.838761916158111,0,0
37,1.29019938047274,2.17472597303866,0,0
38,0.928260157844969,2.40213643734589,0,0
39,1.15410497981558,2.97577035753818,0,0
40,0.755674080024626,2.29727353751791,0,0
41,0.718744245133138,1.16986338141151,0,0
42,0.751914127242252,1.73635764917395,0,0
43,0.46381339717399,1.52806190129877,0,0
44,0.457623891554118,1.51528024445894,0,0
49,0.286709104169105,1.25503018173352,0,0
50,0.363888935336617,0.798827459267844,0,0
51,0.706109791281061,1.32385456687637,0,0
52,0.553145704521279,1.3743139491959,0,0
57,1.4830103628693,3.51168929217562,0,0
58,1.56312415287953,3.27829929721167,0,0
59,1.34136299335004,2.71908789301329,0,0
60,1.636820869929,2.16845645925005,0,0
61,0.765827248117564,1.73121282593746,0,0
62,0.615514106676326,2.4276992372263,0,0
63,0.69166373561378,2.04547244197828,0,0
64,0.572823977587507,1.43907172242667,0,0
65,1.58783544198469,2.58116903548496,0,0
66,1.85853103816566,2.53925419038874,0,0
67,2.02338679250284,2.88796997075029,0,0
68,1.61117542742583,2.15952616346785,0,0
81,0.863113042428632,1.79500754420907,0,0
82,0.809992154022572,1.48988834570584,0,0
83,0.639922747299173,1.68724244070252,0,0
84,0.740698895527793,1.29152755145151,0,0
85,0.396841498796272,2.00573057058787,0.827260409157898,1.20635908373522
86,0.730832938949361,2.12977118870759,1.25490605899028,1.01136127476187
87,0.337051688306344,0.722478857589662,0.411302609874939,1.77260587290145
88,0.37159355130764,1.37203440400008,0.733256459372191,1.36822191952935
89,1.05890014109269,2.99530455942184,0,0
90,1.1919755212003,2.98932509510975,0,0
91,1.23286703244395,2.92349781544818,0,0
92,1.52927997207622,3.21704334060008,0,0
93,0.72440220239561,0.997777398925322,0,0
94,0.6601377760098,0.940013449262185,0,0
95,0.365537370637672,1.05893207806886,0,0
96,0.65826245635304,1.51228902653861,0,0
97,1.45032988472732,2.26558670246146,0,0
98,1.4376573312457,3.09276698223867,0,0
99,1.46936553509114,2.83249137339203,0,0
100,1.4573490593718,2.88457497023435,0,0
