patient,O43508_N,O43508_C,O43508.2_N,O43508.2_C
1,0,0,8.93235553620091,7.54121391677929
2,0,0,12.1604884050708,8.23540078078583
5,0,0,4.75849349019981,8.55594436196185
6,0,0,3.86222782361526,11.7745703659736
7,0,0,5.69171993375935,4.82380742012319
8,0,0,6.52294349538622,5.04145864695357
9,1.09268619648703,1.11869705602089,7.68171021862419,7.80624669228826
10,1.02830181600818,1.6718580007153,5.9497621042232,10.6260305394694
11,1.02792665938029,0.984806156570368,7.6559386141484,10.1192290519771
12,1.62265245740096,1.11271705937229,6.91301869276927,6.498746292752
13,1.27220333562753,0.931382568252445,11.3009036225486,9.99669549495443
14,1.15739601365397,1.03200061178663,11.799916620238,13.0435943351821
15,1.07290689024687,1.10574870864357,16.349384895021,12.9404644378024
16,0.971398975257402,0.922150151903838,12.3751863756171,11.4888934469751
17,0,0,6.61692075797539,5.14586027548748
18,0,0,3.16943101071628,1.89308916976775
19,0,0,2.7558454803514,5.29234977294726
20,0,0,5.71231621296066,4.08875445696805
21,0,0,2.80135856759302,1.68045044485699
22,0,0,2.81176727952871,2.89701886864818
23,0,0,2.52063333306776,1.83464721907005
24,0,0,1.70237293606803,1.4279002789895
26,0,0,12.452174969752,8.59175665136796
28,0,0,9.65424308397023,7.46579284646329
29,0,0,6.33944445471262,6.23836610290027
30,0,0,6.40345752285798,5.80324096527342
31,0,0,3.50223490024829,4.16972532950354
32,0,0,4.38794033854885,6.96864175658404
33,0,0,3.97545574368643,5.08257739786426
34,0,0,5.45827037830456,7.286032855123
35,0,0,7.98859742796947,6.83510085999235
36,0,0,3.20493814806373,6.75036321613139
41,0,0,7.18958163832077,6.51092475998845
42,0,0,9.71387529958973,5.3408604688724
43,0,0,6.03084905050239,6.30278852877315
44,0,0,5.0256183713262,6.90980852527895
45,0,0,6.46292810620547,9.46181191032156
46,0,0,6.09202942002153,6.4336315666572
47,0,0,11.7954371004795,14.0287842506865
51,0,0,6.19232386988484,3.68752244461263
52,0,0,3.39506913516257,3.89560969541854
53,0,0,3.39222292614124,2.90916368453439
54,0,0,2.18707445007093,2.50598049641307
55,0,0,3.73400245351615,3.48662246738438
56,0,0,4.42165736740994,4.22125059527867
57,0,0,6.04746879024831,6.83614797045474
58,0,0,8.39947129887417,8.35916019809256
59,0,0,5.81687028651599,6.84289825422632
60,0,0,9.77021239093207,5.964535496475
61,0,0,5.83838311464377,5.38046519998259
62,0,0,4.83212679357602,4.45594257879293
63,0,0,4.54647730842323,5.82590777885391
64,0,0,4.75972758669268,4.18340920088454
65,0,0,3.11325938781497,2.07439988695036
66,0,0,2.94818462616455,2.05076737492847
67,0,0,4.82593025542779,2.26151849134748
68,0,0,3.18274613824933,3.66931128212363
71,1.64599303135888,1.14783629109422,9.73031261746944,8.17516787029793
72,0.693625318192486,1.2690112112076,6.30426137200904,6.59003120911605
73,2.19288501030762,2.12398952994131,3.19745518629808,8.59700774543898
74,2.24879242646179,2.03762190470057,4.6670669300029,3.34934296650728
75,1.69965981126435,2.09197898115842,2.6994751473435,3.43325115882338
76,2.291717571397,2.10708473517872,4.29699457138824,3.71276962080038
77,3.17230332865933,1.77996537184325,4.29229936767348,2.23585429298804
78,2.98070960147349,2.05047806637728,2.87031384749489,2.04793896145532
79,2.68631980036719,2.36937722075438,3.12606354331292,3.00359716077812
80,2.1233422494634,1.77282677674065,1.55867844085671,1.88651312814696
81,0,0,5.57287753824112,5.28388425215786
82,0,0,6.01280895499413,4.44164819498293
83,0,0,3.98771902680729,7.76272536081621
84,0,0,4.28335503941935,4.61610061937079
85,0,0,7.47034773592022,7.58438808339976
86,0,0,7.12160541233408,5.52013525303833
87,0,0,3.2206930530633,11.3766811040359
88,0,0,6.1134544039214,7.33994068406314
89,0.944511485209306,0.707553381074939,3.06529197514495,3.5565741609717
90,1.03514201808363,0.800468019624387,4.59046749410593,4.38853938891119
91,1.45110218235388,0.565896352188629,4.07544768469789,2.68520958500549
92,1.64411393883694,1.4982555456657,3.51939088413619,3.01197734498033
93,2.88945936744326,1.77704923458934,10.9478677339279,4.85134943381216
94,2.01501091276941,2.05532309957057,10.7451348460948,10.4922263833148
95,1.78265988942577,2.11717514913453,6.26844896722642,7.31003884262614
96,2.00273779160019,2.14852609381755,5.26507053057652,5.23775702475188
97,0,0,3.71091745005608,3.77012629880152
98,0,0,4.17600545754021,3.73133538248527
99,0,0,4.77641655048966,8.74109193125769
100,0,0,5.35537724076931,5.06050523192206
