patient,O43731_N,O43731_C,O43731.2_N,O43731.2_C
1,0.472792987713108,2.10010342806318,1.42144058457269,1.36445199508024
2,0.555211801209905,0.773343170692515,0.933898778374392,0.847988506359658
3,0.580532439521741,3.4081470534318,0.76239371260357,1.15665200829623
4,0.420861689294856,1.1526050519064,0.808157244595836,0.812256330348369
5,0.318494737913026,1.78953234685688,0,0
6,0.232763980421193,0.903860371002566,0,0
7,0.294880345455162,0.605717644665001,0,0
8,0.427252071487515,1.06893051332195,0,0
9,1.01360232600715,3.7708849617841,0,0
10,1.53619239453426,2.49972800237663,0,0
11,1.13250082060503,2.94109697585612,0,0
12,1.31847883658972,2.00253876560027,0,0
13,0.595725667148447,2.70795290302112,0,0
14,0.586204921211267,1.87095921317023,0,0
15,0.892780343356717,2.48693904889484,0,0
16,0.77310695526492,2.12318010364156,0,0
17,0.419686643052431,3.24633531531568,0,0
18,0.527724849710496,1.03642841174094,0,0
20,0.579718557138726,6.04575036046919,0,0
21,0.604887438347468,0.752242280207706,0,0
22,0.711276512623509,0.801790568586916,0,0
23,0.746193413963179,1.0514300131851,0,0
24,0.600787850178243,1.7201504077613,0,0
25,1.68510660022164,2.49722479543712,0,0
26,1.81758192019822,2.40344171271939,0,0
27,1.6257848876124,2.50591159559629,0,0
28,1.61264201582166,2.50999860535065,0,0
29,0.788307558402476,1.75520310380039,0,0
30,0.589559944136144,3.71534464073909,0,0
31,1.19667974138789,3.79484539308073,0,0
32,0.769508972634106,1.51697106400166,0,0
33,0.43981710866534,2.39302684481988,0,0
34,0.346729345192164,1.96476871217967,0,0
35,0.331174105511107,0.659332737684279,0,0
36,0.312513368260028,1.17009164872951,0,0
37,0.561587576891797,2.00445287190018,0,0
38,0.572007566736912,1.90421158106159,0,0
39,0.415180653597121,0.627405606754346,0,0
40,0.458910911108815,4.32889693690941,0,0
41,0.72281090722173,1.40480953236185,0,0
42,0.805915613329948,2.74381158226555,0,0
43,0.565615497519678,1.2251054368896,0,0
44,0.719813464956556,2.40233230734931,0,0
45,0.254405667592481,0.961817994785028,0,0
46,0.249168779938011,0.613855009459405,0,0
47,0.279470631118983,1.86558252492318,0,0
48,0.258220737341616,1.20631342609365,0,0
49,0.955479691771713,1.09984620584418,0,0
50,1.08026694985591,0.865953093782436,0,0
51,0.575344136922797,1.05832378369622,0,0
52,0.643197558492777,2.15035828638512,0,0
53,0.771070496495281,2.2236870116456,0,0
54,0.605153395516798,2.03718392481215,0,0
55,0.536419903965181,1.13399143728958,0,0
56,0.520085311718929,1.39069928801772,0,0
57,1.2342501702257,1.89408859384065,0,0
58,1.50199619158484,6.45439004658254,0,0
59,1.55756596253912,3.19268192722347,0,0
60,1.3926560969915,2.16145928889668,0,0
61,0.567714431752683,2.54046843110742,0,0
62,0.494683839815557,0.801552978535981,0,0
63,0.481187716824297,2.24280333651131,0,0
64,0.513008551532134,1.07334597273225,0,0
65,0.484145021847632,0.803577245513466,0,0
66,0.754142063899175,2.66650067209082,0,0
67,0.727842532303418,1.96594240612258,0,0
68,0.572179558704044,1.15991268435695,0,0
69,1.29541744127922,4.24888368860178,0,0
70,1.21895322883907,2.12648532973688,0,0
71,1.27014630787645,3.21895773160366,0,0
72,1.07466315518804,4.27890193160102,0,0
73,0.680637580374616,1.9248759435281,0,0
74,0.502164872798434,1.83365949119374,0,0
75,0.288739691081912,0.80610497623707,0,0
76,0.451307834777747,2.17793367346939,0,0
77,0.555783562603294,1.19667246241468,0,0
78,0.763242669812345,2.18800751194477,0,0
79,0.794916535084755,1.84901564442369,0,0
80,0.525117297338257,1.56873490903952,0,0
81,0.881570691845073,2.00055855662846,0,0
82,0.681252391081458,1.5407134221923,0,0
83,0.735469876199366,1.55050729184201,0,0
84,0.770211333343535,1.55499104779102,0,0
85,0.583247952158663,1.00533850150811,0,0
86,0.571626093183969,1.91398020899221,0,0
87,0.761133095311528,1.85936675047962,0,0
88,0.592277011380091,2.85712418778979,0,0
89,0.518208225521854,1.28945725783391,0,0
90,0.64681656821241,1.80157340828411,0,0
91,0.548931881743303,0.727635075287865,0,0
92,0.551564690374731,1.95164350027549,0,0
93,2.73382796541968,2.09247353435264,0,0
94,1.84987590235637,3.5926892301201,0,0
95,3.47258481687192,1.55807050259117,0,0
96,2.28939727737252,2.02148905575191,0,0
97,1.38555756467327,1.71466985088485,0,0
98,1.56416798157642,2.76684809646117,0,0
99,1.7251171032889,7.83389684316501,0,0
100,1.994824874014,7.12504249128434,0,0
