patient,P50579.2_N,P50579.2_C,P50579.3_N,P50579.3_C
1,0.549021839996412,1.17595668567447,0,0
2,0.822525450098489,0.843684132454352,0,0
3,0.762336958959021,0.880959773148292,0,0
4,0.668822723807355,1.31835132347412,0,0
5,0.453962724310851,1.16774597308135,0,0
6,0.326373127553336,1.17142036007918,0,0
7,0.437503189572047,1.65798655410723,0,0
8,0.715527776807849,0.931827765795432,0,0
9,0.606728959461913,0.61593912121299,0,0
10,0.529015831159773,2.2359100767195,0,0
11,0.683620434329827,2.22161712860787,0,0
12,0.752271489581243,1.25100079299111,0,0
13,0.898434538059682,1.62006888388526,0,0
14,0.992515329779376,1.81515267481288,0,0
15,0.936178279326825,1.33671048298817,0,0
16,0.800701298470137,1.07733506581348,0,0
17,1.17708463175453,1.49587187047441,0,0
18,0.698502632348309,0.828665060590471,0,0
19,0.485009325969255,1.24790307337713,0,0
20,0.825501256682856,1.63919037442123,0,0
21,1.16032347766075,2.90179166649438,0,0
22,1.25085721608616,2.6919100513734,0,0
23,1.81505636808962,3.0698120223432,0,0
24,1.77760141338352,3.65949729568797,0,0
25,0.982976573300545,3.54745453815977,0,0
26,1.3158550505422,2.61256175261296,0,0
27,1.31323437834356,2.51700098571116,0,0
28,1.31807027091246,3.97617936503393,0,0
29,1.25035230101979,2.79775250045894,0,0
30,1.55288615995502,2.84032855421148,0,0
31,1.31628115071784,2.76244859563775,0,0
32,0.852771327025244,2.54323291662362,0,0
33,0.324466978847085,1.49143872113677,0,0
34,0.674057807201679,1.23936702728887,0,0
35,0.641225900209914,1.76219602777329,0,0
36,0.194772808009042,1.16711771354755,0,0
37,0.696167650804677,1.77554350246257,0,0
38,0.469867564414282,1.22991601428559,0,0
39,0.310732893365752,1.09459302998726,0,0
40,0.158195954791995,0.937239604207301,0,0
45,1.07245892823796,2.5353505767145,0,0
46,0.607745245722381,3.49782503627776,0,0
47,1.44428528392122,3.61964220936794,0,0
48,0.357857615761354,2.00380370091442,0,0
49,0.108146711667195,1.13664248820601,0,0
50,0.276583564862295,0.753839340655242,0,0
51,0.915322866359619,1.56321206809748,0,0
52,0.463105782319268,1.53849596300509,0,0
53,2.20685880289984,3.20453775391273,0,0
54,1.17876223143208,2.58804935257504,0,0
55,1.59930423552547,3.4863325381903,0,0
56,1.62341106801455,1.94574655680591,0,0
57,0.653884727823656,0.928069052344067,0,0
58,1.08448029362183,2.41419670102213,0,0
59,0.771557518724794,1.16223886648315,0,0
60,0.917980069564475,0.93208074600431,0,0
61,0.288736107917529,1.48513834597992,0,0
62,0.217666896604583,1.38179964742853,0,0
63,0.50774737487545,2.14501417950487,0,0
64,0.763895148309956,1.89373802406684,0,0
65,0.850946664277609,1.17111628740369,0,0
66,1.22885982201517,1.81783431881981,0,0
67,1.11317087738159,1.2009675685361,0,0
68,0.893453980768082,1.13772322761751,0,0
69,2.05872872483404,3.61208841656135,0,0
70,2.0210780796712,2.53534231811104,0,0
71,1.3318857856348,2.20093449102073,0,0
72,0.708239603615225,2.48492940646882,0,0
77,1.98350149354565,3.8882943819025,0,0
78,1.92507842875537,3.02716839406923,0,0
79,2.31654717025294,2.79922364356074,0,0
80,1.23324314781211,2.23547157380211,0,0
81,2.23690335132086,5.46330453968697,0,0
82,2.0548103765894,4.61582831257282,0,0
83,1.714497251558,5.35666274924593,0,0
84,1.65348904698608,3.13565237402263,0,0
89,0.581999469681346,2.11992777564996,0,0
90,0.438464096164449,1.32137941774379,0,0
91,0.766512481428325,1.36014739491483,0,0
92,0.7573602757657,0.968624917400765,0,0
97,1.18253166348855,3.48310833028985,0.619887407809689,0.71590595012389
98,1.67452125652694,2.48626113267907,0.876381339371869,1.48796252745707
99,1.81987970558389,3.10839438815289,1.0196333237971,11.8135973738187
100,1.68889212050861,2.78930916602001,0.782670888469726,1.96861286615494
