patient,O95379_N,O95379_C,O95379.4_N,O95379.4_C
1,0.65742462717577,1.52050417840159,0.805821019148181,3.06996638105646
2,0.710061406343783,0.553475229696662,0.975074650759732,1.08069590517091
3,0.751792788217369,1.02035181679671,0.930604375334971,1.04801662153979
4,0.665210766886745,1.52688489773304,1.04288677446074,1.33224982424879
5,1.75031358763307,1.80979029391367,0,0
6,1.58046632700393,4.29584612203993,0,0
7,1.30544488260547,1.53402212400591,0,0
8,1.80768355918628,2.25562378397925,0,0
9,0.559755786466217,1.48513460655431,0,0
10,0.597755140218704,1.06623016615364,0,0
11,0.431108314484448,1.98205472696043,0,0
12,0.664060135031717,1.32130065815207,0,0
13,0.862180891557594,1.00444775176796,0,0
14,2.03326634371305,0.973440777830271,0,0
15,1.15652806098095,1.04788737910658,0,0
16,1.1795256547399,0.826554816031489,0,0
25,2.22531807700652,2.30317441251033,0.925622635986164,1.60028425942332
26,2.08060142315786,3.09973409662752,1.1900763417584,1.49183813390237
27,1.93180176664297,2.60698791436493,1.03042115074994,1.81884817157252
28,1.85451387813051,2.89790805893375,0.856764835029389,1.47267180747394
29,1.97672251838318,3.71343437253589,0,0
30,2.04915818211015,2.62195504962274,0,0
31,2.15081384298014,4.34321887027196,0,0
32,1.27834490168743,3.25233422380375,0,0
37,0.551940447377604,1.84460806261183,0,0
38,0.425102730504308,1.45383859161617,0,0
39,0.469220682171975,1.1503426474595,0,0
40,0.350222191063601,1.35342958160522,0,0
41,1.20139655270493,1.10061436941806,0,0
42,0.834017862221969,1.31799874850674,0,0
43,0.742815290972183,1.12231924455316,0,0
44,0.568024347232493,1.57229080152455,0,0
57,1.32188537221795,1.90683745350767,0,0
58,1.92127376749057,2.74120821477059,0,0
59,2.34107441778819,2.84083887924837,0,0
60,1.69139008283713,1.03497549384185,0,0
61,2.35323940217019,2.49139669430708,0,0
62,1.30478089060232,3.19282684481657,0,0
63,1.56254130804127,2.34147090096779,0,0
64,1.76943781774519,3.5593271958833,0,0
65,1.77108889860543,2.65368988919997,0,0
66,2.02072757460893,2.53055126489815,0,0
67,2.28251251539973,3.30010377994801,0,0
68,2.03915289036206,2.75947125303996,0,0
73,1.13875961571125,1.43111429533165,0,0
74,0.793007822271084,1.86421426784716,0,0
75,0.629953770470541,1.02694406443106,0,0
76,0.735080399853004,1.97403796565365,0,0
89,1.31780869859642,2.66264219363048,0,0
90,1.5306547744688,1.88985707701944,0,0
91,1.27922783773204,2.28970475889689,0,0
92,1.5407345868411,2.45538808682394,0,0
97,0.816915114332755,0.589308384059374,0,0
98,0.851241495928496,0.923188810517894,0,0
99,0.934688045558352,0.878934230611745,0,0
100,0.843435996100677,0.705366366793389,0,0
